signature,Name_GeneSymbol,z_scores
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CTSD,1.4479766
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MAT2A,0.19458513
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STMN1,-0.0486334
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ECH1,2.5507967
CPC006_A549_24H:BRD-K70792160-003-02-0:24,IQGAP1,0.3531783
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HSPA1A,1.0203241
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HSPD1,-0.3875376
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CIRBP,-1.043582
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSME1,-0.4968659
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAFAH1B1,0.7968326
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HYOU1,-0.7012429
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSMD2,-0.1389251
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EPRS,-0.97051346
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSMD4,-0.70603263
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PGAM1,0.3094861
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STAT1,0.15514861
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FKBP4,-0.17469528
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KTN1,0.25178385
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TMED10,0.6932567
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ALDOA,-1.1408827
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TSPAN3,1.1297709
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GNAS,0.7837381
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HIF1A,-0.08792789
CPC006_A549_24H:BRD-K70792160-003-02-0:24,AARS,-0.3401476
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RPN1,-0.34751815
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAICS,0.6318808
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BLCAP,-0.5918429
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HADH,0.49178985
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GNAI2,0.07137043
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSMF1,-0.907853
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYL9,-0.52057636
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MMP2,-0.238613
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SMARCC1,-0.94765365
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TM9SF2,-0.2484342
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PIP4K2B,0.5472566
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PXN,-0.81379974
CPC006_A549_24H:BRD-K70792160-003-02-0:24,COPB2,0.42937484
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PFKL,-0.41905513
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PGRMC1,0.90472114
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ITGB5,1.2734779
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PLP2,-0.066352405
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NFE2L2,0.3017255
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MBNL1,0.1354005
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NMT1,-0.37786433
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BHLHE40,1.2980142
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TERF2IP,-0.84339637
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FBXO7,-0.020873837
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HTRA1,-0.32223508
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LRPAP1,0.16767427
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CREG1,-0.21886183
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PCNA,0.54312456
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LGMN,0.31800592
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ILK,0.09717677
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ATP1B1,0.8852975
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SYPL1,0.9491722
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TXNRD1,1.1010864
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NUDCD3,0.14099452
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TOP2A,0.85766304
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STK25,-1.367209
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EBNA1BP2,-1.1898873
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ARHGEF12,0.78334975
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SCP2,0.37822136
CPC006_A549_24H:BRD-K70792160-003-02-0:24,YME1L1,-0.76110554
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TMEM109,-0.32428515
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TPD52L2,-0.64200956
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CRTAP,0.2713474
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TRAP1,-0.83541805
CPC006_A549_24H:BRD-K70792160-003-02-0:24,IGF2R,0.5823263
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PHGDH,-1.5190794
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LRP10,0.72874343
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SOX4,0.24360965
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CAT,1.848314
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RHEB,1.8794053
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MAPKAPK2,-0.7120007
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SCRN1,-0.22478312
CPC006_A549_24H:BRD-K70792160-003-02-0:24,JUN,-2.0165243
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SHC1,-0.67382693
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SQSTM1,1.0138744
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PRCP,-0.5528352
CPC006_A549_24H:BRD-K70792160-003-02-0:24,USP7,-1.3540052
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NFKBIA,-0.5784852
CPC006_A549_24H:BRD-K70792160-003-02-0:24,G3BP1,-0.75278443
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TOMM70A,0.19408037
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RPA1,-0.37793794
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ZFP36,-0.47660562
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DUSP3,1.5773833
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KDM5B,-0.74311435
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MCM3,0.37113532
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CLIC4,0.6309117
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CLSTN1,-0.7764474
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ID2,2.3503506
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DCTD,0.96764493
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FAT1,-0.6249351
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SMC1A,0.44414502
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NISCH,-0.13029258
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PWP1,-1.3963257
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ICMT,1.2282591
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RUVBL1,0.27948865
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MBTPS1,-0.70411533
CPC006_A549_24H:BRD-K70792160-003-02-0:24,INSIG1,2.5067046
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RRAGA,0.6651478
CPC006_A549_24H:BRD-K70792160-003-02-0:24,IER3,0.19712485
CPC006_A549_24H:BRD-K70792160-003-02-0:24,UBE2L6,0.56167144
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SMC4,0.48325214
CPC006_A549_24H:BRD-K70792160-003-02-0:24,USP14,-0.15404992
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EGR1,-0.32587507
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PNP,1.0830007
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DNMT1,-0.38749647
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CCND3,1.5183554
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NIPSNAP1,1.3372486
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYBL2,-0.15059592
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EPB41L2,0.22641948
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ELAVL1,-0.03203323
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KIAA0100,-0.20646302
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TP53,-1.060974
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RPA2,-0.5323051
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MTHFD2,-1.6040388
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSME2,-0.353181
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DAXX,-0.6558318
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ELAC2,-0.7390664
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NCAPD2,-0.24694934
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EFCAB14,0.52443385
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DDX42,-2.133933
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LBR,0.48160017
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SH3BP5,0.72255117
CPC006_A549_24H:BRD-K70792160-003-02-0:24,UBE3C,0.35137612
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SCARB1,2.4612007
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SCCPDH,1.0919511
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SMARCD2,-0.6486045
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NET1,-0.5272489
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HDAC2,0.9954262
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HSPB1,0.37333387
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LIPA,2.3647642
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BNIP3,-0.3174665
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CDC25B,0.83368737
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ATMIN,0.41148457
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TOMM34,-0.5265973
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MPZL1,1.5046434
CPC006_A549_24H:BRD-K70792160-003-02-0:24,IL13RA1,0.12304904
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSRC1,0.58772916
CPC006_A549_24H:BRD-K70792160-003-02-0:24,UBE2A,1.8590959
CPC006_A549_24H:BRD-K70792160-003-02-0:24,COASY,-0.07305912
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LRRC41,1.0461633
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYCBP2,-0.5666241
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RBM6,-0.41874316
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PGM1,1.4140854
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYO10,-0.057138942
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RSU1,0.25889155
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EGFR,-1.3959059
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KIAA0196,1.5357901
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EXT1,0.16541064
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SPEN,-1.3826591
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PTPN12,0.17042059
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TWF2,-0.38313156
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TJP1,-0.4498677
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MEST,0.3146405
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ALDOC,2.4104557
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KDM5A,-1.5562725
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RAI14,-0.903713
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BIRC2,-0.6075442
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CTSL,2.3149304
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAF1,0.36719015
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BIRC5,0.21733882
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RALB,-0.4215037
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ARFIP2,0.052266654
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ARHGAP1,-0.40803275
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CPNE3,1.5307935
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ABL1,-1.1941282
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TRAK2,-0.3959195
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PYCR1,-1.1925037
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NUP62,0.3601304
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PCM1,0.8249975
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BLMH,0.8187818
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MVP,0.7997652
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NUP133,-0.7130163
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PLOD3,-1.5927882
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PPP2R5A,1.7459316
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NUP93,0.45482054
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ARL4C,0.28176036
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KIAA0907,-1.0514967
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CRK,-0.37018654
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CHERP,-0.36623445
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PLK1,0.72215885
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TRIB1,-1.0508438
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CDK4,-1.1862441
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STXBP1,0.81989354
CPC006_A549_24H:BRD-K70792160-003-02-0:24,VPS72,0.518541
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HSD17B10,-0.7430707
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CDKN1A,-0.081219025
CPC006_A549_24H:BRD-K70792160-003-02-0:24,COL1A1,1.002683
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SENP6,-0.14842369
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ACBD3,-0.45794648
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CSK,-0.011127495
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CSNK1E,-1.1195798
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TOR1A,-0.811637
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TRAM2,0.087407604
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TCEAL4,-0.3929271
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GNPDA1,2.5813062
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RGS2,-0.62441134
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ABCF3,-1.0611528
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TCERG1,0.61155117
CPC006_A549_24H:BRD-K70792160-003-02-0:24,USP1,0.11214293
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KEAP1,0.23342536
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KAT6A,-1.0084374
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MPC2,2.3329666
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYC,-0.4760876
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SLC35B1,0.01131684
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PLSCR1,0.84127367
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DECR1,0.75870866
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ERBB3,0.67045933
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PRSS23,0.18008351
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAPD7,0.31330058
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CTNNAL1,-0.4663367
CPC006_A549_24H:BRD-K70792160-003-02-0:24,IKBKAP,-0.08689664
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PPIE,-0.7360375
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DNAJB2,-0.79633486
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SNAP25,0.6515963
CPC006_A549_24H:BRD-K70792160-003-02-0:24,BCL7B,-0.059130758
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GALE,0.7366793
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HMGCR,2.247556
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PRKCD,-0.15500735
CPC006_A549_24H:BRD-K70792160-003-02-0:24,VAPB,0.9331193
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MYLK,0.06256593
CPC006_A549_24H:BRD-K70792160-003-02-0:24,S100A13,1.0989844
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NRIP1,1.3074365
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HTATSF1,0.35627556
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ADAM10,0.92290574
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EAPP,0.37334666
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SERPINE1,-1.2770015
CPC006_A549_24H:BRD-K70792160-003-02-0:24,APPBP2,-0.23073545
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TOPBP1,0.036955304
CPC006_A549_24H:BRD-K70792160-003-02-0:24,POLR2K,1.1268473
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ICAM1,-0.532068
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NRAS,-0.14656502
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LPGAT1,-0.4550691
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PSMB10,-0.74251664
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SDHB,0.36390817
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RASA1,-0.33714294
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GTF2A2,0.72806716
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NPC1,0.528917
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GTF2E2,-0.05959076
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RNMT,1.2009076
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RBM15B,-0.41909873
CPC006_A549_24H:BRD-K70792160-003-02-0:24,OXSR1,-0.5951728
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DUSP11,0.6914519
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CCNB2,-0.043100737
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HIST2H2BE,-0.032623388
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PTPN1,0.33330488
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TES,-1.2662529
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GFPT1,0.56693923
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LIG1,0.47349784
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PKIG,-0.10354448
CPC006_A549_24H:BRD-K70792160-003-02-0:24,P4HA2,-0.77014047
CPC006_A549_24H:BRD-K70792160-003-02-0:24,EBP,3.081474
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PHKB,0.37754798
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PIK3R3,-0.13862371
CPC006_A549_24H:BRD-K70792160-003-02-0:24,WRB,0.23022474
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GPC1,0.36552662
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SYNE2,0.96121836
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CASP3,-0.32034722
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DNTTIP2,-0.27498582
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ZMYM2,-0.97674567
CPC006_A549_24H:BRD-K70792160-003-02-0:24,OXCT1,-0.38359338
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NNT,0.89354473
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MAPKAPK3,-0.2261582
CPC006_A549_24H:BRD-K70792160-003-02-0:24,INPP1,-0.17874746
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SACM1L,0.87708235
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PRKACA,0.035619095
CPC006_A549_24H:BRD-K70792160-003-02-0:24,INTS3,-0.1590316
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STAMBP,-0.8144107
CPC006_A549_24H:BRD-K70792160-003-02-0:24,GAA,0.8174605
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TARBP1,0.08530405
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SLC25A4,0.19807568
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SLC37A4,-0.009124893
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PCK2,-0.6342688
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HPRT1,0.5871632
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FAH,-0.04090725
CPC006_A549_24H:BRD-K70792160-003-02-0:24,POP4,0.552634
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CDC20,-0.5147071
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CYTH1,-0.07532497
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DDIT4,-0.29690075
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MAP7,0.66574836
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NIT1,-0.5091212
CPC006_A549_24H:BRD-K70792160-003-02-0:24,NUP88,-0.2652567
CPC006_A549_24H:BRD-K70792160-003-02-0:24,WFS1,-0.27066684
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ADGRE5,-1.1278695
CPC006_A549_24H:BRD-K70792160-003-02-0:24,MSH6,-0.13354716
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FAM20B,0.91453195
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PIN1,0.48152485
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ETFB,-0.48206297
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FPGS,-0.5132603
CPC006_A549_24H:BRD-K70792160-003-02-0:24,FHL2,-1.1047359
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CRYZ,1.7707162
CPC006_A549_24H:BRD-K70792160-003-02-0:24,UBE2C,-0.045559257
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RFX5,0.00027351835
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ARNT2,0.25997892
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PYGL,-0.7612178
CPC006_A549_24H:BRD-K70792160-003-02-0:24,POLD4,0.13562104
CPC006_A549_24H:BRD-K70792160-003-02-0:24,LYPLA1,1.1525635
CPC006_A549_24H:BRD-K70792160-003-02-0:24,ECD,-0.1387858
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PTPRK,-0.40893024
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TIMELESS,-0.55893433
CPC006_A549_24H:BRD-K70792160-003-02-0:24,STK10,-0.027771125
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TP53BP1,0.023921479
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TCTA,-0.18172567
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PDHX,-0.5887077
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KLHL21,-0.38590658
CPC006_A549_24H:BRD-K70792160-003-02-0:24,COG2,0.33161965
CPC006_A549_24H:BRD-K70792160-003-02-0:24,DNM1L,0.14550485
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PTK2B,0.30179316
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAN2,-1.6256441
CPC006_A549_24H:BRD-K70792160-003-02-0:24,CCDC86,-0.72211736
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TP53BP2,0.28221387
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SLC11A2,0.6331754
CPC006_A549_24H:BRD-K70792160-003-02-0:24,SPTLC2,-0.65459406
CPC006_A549_24H:BRD-K70792160-003-02-0:24,KIF5C,-0.77829194
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RB1,0.36151463
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TBP,0.42247826
CPC006_A549_24H:BRD-K70792160-003-02-0:24,HAT1,0.29673108
CPC006_A549_24H:BRD-K70792160-003-02-0:24,PAK4,0.37385866
CPC006_A549_24H:BRD-K70792160-003-02-0:24,TIMP2,-0.05764656
CPC006_A549_24H:BRD-K70792160-003-02-0:24,RRP8,-1.1848403
